n_targets,n_agents,clust_time,tsp_time,all_time
50,2,0.00148773193359375,0.0041103363037109375,0.0055980682373046875
50,2,0.001439809799194336,0.0010576248168945312,0.002497434616088867
50,2,0.0012135505676269531,0.0009584426879882812,0.0021719932556152344
50,2,0.0011990070343017578,0.0009288787841796875,0.0021278858184814453
50,2,0.0013682842254638672,0.0009748935699462891,0.0023431777954101562
50,2,0.0010230541229248047,0.0009434223175048828,0.0019664764404296875
50,2,0.0009622573852539062,0.0008990764617919922,0.0018613338470458984
50,2,0.0005910396575927734,0.0009007453918457031,0.0014917850494384766
50,2,0.0006177425384521484,0.0008654594421386719,0.0014832019805908203
50,2,0.0005996227264404297,0.00086212158203125,0.0014617443084716797
50,2,0.0008323192596435547,0.0008497238159179688,0.0016820430755615234
50,2,0.0007336139678955078,0.0010378360748291016,0.0017714500427246094
50,2,0.0009241104125976562,0.0008444786071777344,0.0017685890197753906
50,2,0.0008094310760498047,0.0008101463317871094,0.001619577407836914
50,2,0.0006308555603027344,0.0008039474487304688,0.0014348030090332031
50,2,0.0006089210510253906,0.0008385181427001953,0.001447439193725586
50,2,0.0006148815155029297,0.0008525848388671875,0.0014674663543701172
50,2,0.00067138671875,0.0008075237274169922,0.0014789104461669922
50,2,0.0006706714630126953,0.0007882118225097656,0.001458883285522461
50,2,0.0007948875427246094,0.0007932186126708984,0.0015881061553955078
100,4,0.000713348388671875,0.001504659652709961,0.002218008041381836
100,4,0.0007379055023193359,0.001661062240600586,0.002398967742919922
100,4,0.0007092952728271484,0.001676797866821289,0.0023860931396484375
100,4,0.0006630420684814453,0.0016689300537109375,0.002331972122192383
100,4,0.0006787776947021484,0.0017070770263671875,0.002385854721069336
100,4,0.0007319450378417969,0.001756906509399414,0.002488851547241211
100,4,0.0007619857788085938,0.0017812252044677734,0.002543210983276367
100,4,0.0007536411285400391,0.0017380714416503906,0.0024917125701904297
100,4,0.00072479248046875,0.0016713142395019531,0.002396106719970703
100,4,0.0009038448333740234,0.0016727447509765625,0.002576589584350586
100,4,0.0008542537689208984,0.0017354488372802734,0.002589702606201172
100,4,0.0007939338684082031,0.002046346664428711,0.002840280532836914
100,4,0.0007910728454589844,0.001882791519165039,0.0026738643646240234
100,4,0.0008482933044433594,0.0017445087432861328,0.002592802047729492
100,4,0.000804901123046875,0.0017592906951904297,0.0025641918182373047
100,4,0.0009033679962158203,0.0017726421356201172,0.0026760101318359375
100,4,0.0009775161743164062,0.0017876625061035156,0.002765178680419922
100,4,0.0007882118225097656,0.0017406940460205078,0.0025289058685302734
100,4,0.0009217262268066406,0.0017952919006347656,0.0027170181274414062
100,4,0.0008957386016845703,0.0018336772918701172,0.0027294158935546875
150,5,0.0011610984802246094,0.0037755966186523438,0.004936695098876953
150,5,0.0017523765563964844,0.003226757049560547,0.004979133605957031
150,5,0.0011053085327148438,0.0024042129516601562,0.003509521484375
150,5,0.0012826919555664062,0.002191781997680664,0.0034744739532470703
150,5,0.0010542869567871094,0.0021126270294189453,0.0031669139862060547
150,5,0.0011360645294189453,0.0021512508392333984,0.0032873153686523438
150,5,0.001016378402709961,0.0023479461669921875,0.0033643245697021484
150,5,0.0013194084167480469,0.0023055076599121094,0.0036249160766601562
150,5,0.0011241436004638672,0.0034368038177490234,0.004560947418212891
150,5,0.0016393661499023438,0.0031425952911376953,0.004781961441040039
150,5,0.0012803077697753906,0.003036975860595703,0.004317283630371094
150,5,0.0013048648834228516,0.0028040409088134766,0.004108905792236328
150,5,0.0010600090026855469,0.002597808837890625,0.003657817840576172
150,5,0.0009691715240478516,0.0025358200073242188,0.0035049915313720703
150,5,0.0010633468627929688,0.0024251937866210938,0.0034885406494140625
150,5,0.001010894775390625,0.002552032470703125,0.00356292724609375
150,5,0.0011451244354248047,0.005032062530517578,0.006177186965942383
150,5,0.0019485950469970703,0.004845619201660156,0.0067942142486572266
150,5,0.0019109249114990234,0.004531145095825195,0.006442070007324219
150,5,0.0017521381378173828,0.004576921463012695,0.006329059600830078
200,7,0.0022842884063720703,0.006329774856567383,0.008614063262939453
200,7,0.001604318618774414,0.003096342086791992,0.004700660705566406
200,7,0.0013577938079833984,0.002985239028930664,0.0043430328369140625
200,7,0.0012736320495605469,0.0029976367950439453,0.004271268844604492
200,7,0.0012667179107666016,0.0029175281524658203,0.004184246063232422
200,7,0.001100778579711914,0.0028345584869384766,0.003935337066650391
200,7,0.0012629032135009766,0.0030045509338378906,0.004267454147338867
200,7,0.0013892650604248047,0.002943277359008789,0.004332542419433594
200,7,0.0011653900146484375,0.002908945083618164,0.0040743350982666016
200,7,0.0012044906616210938,0.002993345260620117,0.004197835922241211
200,7,0.0012044906616210938,0.0031523704528808594,0.004356861114501953
200,7,0.0012102127075195312,0.0028607845306396484,0.00407099723815918
200,7,0.0011386871337890625,0.0030040740966796875,0.00414276123046875
200,7,0.0013256072998046875,0.0029637813568115234,0.004289388656616211
200,7,0.0011749267578125,0.002885103225708008,0.004060029983520508
200,7,0.0011739730834960938,0.002969980239868164,0.004143953323364258
200,7,0.0009799003601074219,0.0029087066650390625,0.0038886070251464844
200,7,0.0010297298431396484,0.002887725830078125,0.0039174556732177734
200,7,0.0009300708770751953,0.0028514862060546875,0.003781557083129883
200,7,0.0010135173797607422,0.005306243896484375,0.006319761276245117
250,9,0.0020585060119628906,0.0057010650634765625,0.007759571075439453
250,9,0.001071929931640625,0.0037450790405273438,0.004817008972167969
250,9,0.0009984970092773438,0.003829479217529297,0.004827976226806641
250,9,0.0012464523315429688,0.004133462905883789,0.005379915237426758
250,9,0.0010564327239990234,0.003924369812011719,0.004980802536010742
250,9,0.0010159015655517578,0.0037076473236083984,0.004723548889160156
250,9,0.0011186599731445312,0.005950450897216797,0.007069110870361328
250,9,0.0011060237884521484,0.0038459300994873047,0.004951953887939453
250,9,0.0010123252868652344,0.0038688182830810547,0.004881143569946289
250,9,0.0011887550354003906,0.0038750171661376953,0.005063772201538086
250,9,0.0012099742889404297,0.003921031951904297,0.0051310062408447266
250,9,0.0013210773468017578,0.0038368701934814453,0.005157947540283203
250,9,0.0013401508331298828,0.003742694854736328,0.005082845687866211
250,9,0.0012583732604980469,0.003869295120239258,0.005127668380737305
250,9,0.001348733901977539,0.003813505172729492,0.005162239074707031
250,9,0.0012400150299072266,0.003783702850341797,0.0050237178802490234
250,9,0.0012543201446533203,0.0038378238677978516,0.005092144012451172
250,9,0.001371145248413086,0.003810405731201172,0.005181550979614258
250,9,0.0014233589172363281,0.0038268566131591797,0.005250215530395508
250,9,0.0012748241424560547,0.003738880157470703,0.005013704299926758
300,10,0.0013194084167480469,0.00402069091796875,0.005340099334716797
300,10,0.0013766288757324219,0.004097700119018555,0.0054743289947509766
300,10,0.001251220703125,0.0040891170501708984,0.0053403377532958984
300,10,0.0012581348419189453,0.004242897033691406,0.0055010318756103516
300,10,0.0012891292572021484,0.0040094852447509766,0.005298614501953125
300,10,0.0013537406921386719,0.003996372222900391,0.0053501129150390625
300,10,0.001336812973022461,0.004056692123413086,0.005393505096435547
300,10,0.0014057159423828125,0.0040128231048583984,0.005418539047241211
300,10,0.0015118122100830078,0.004178762435913086,0.005690574645996094
300,10,0.0014374256134033203,0.004037618637084961,0.005475044250488281
300,10,0.0013964176177978516,0.004090309143066406,0.005486726760864258
300,10,0.0013930797576904297,0.00415802001953125,0.00555109977722168
300,10,0.0013892650604248047,0.004075527191162109,0.005464792251586914
300,10,0.0014162063598632812,0.004025936126708984,0.005442142486572266
300,10,0.0012946128845214844,0.003995656967163086,0.00529026985168457
300,10,0.0014083385467529297,0.004097461700439453,0.005505800247192383
300,10,0.0013506412506103516,0.004025936126708984,0.005376577377319336
300,10,0.0014798641204833984,0.004148721694946289,0.0056285858154296875
300,10,0.0014710426330566406,0.004180431365966797,0.0056514739990234375
300,10,0.0013508796691894531,0.0041217803955078125,0.005472660064697266
350,12,0.0015270709991455078,0.004826068878173828,0.006353139877319336
350,12,0.0016138553619384766,0.004959583282470703,0.00657343864440918
350,12,0.00136566162109375,0.005055904388427734,0.006421566009521484
350,12,0.001758575439453125,0.00496673583984375,0.006725311279296875
350,12,0.0017845630645751953,0.00509190559387207,0.006876468658447266
350,12,0.0017423629760742188,0.004834651947021484,0.006577014923095703
350,12,0.0019097328186035156,0.005137443542480469,0.007047176361083984
350,12,0.0016384124755859375,0.005016803741455078,0.006655216217041016
350,12,0.0015311241149902344,0.0048677921295166016,0.006398916244506836
350,12,0.0015599727630615234,0.004815101623535156,0.00637507438659668
350,12,0.0016987323760986328,0.0049321651458740234,0.006630897521972656
350,12,0.0016989707946777344,0.0048749446868896484,0.006573915481567383
350,12,0.0019276142120361328,0.005107879638671875,0.007035493850708008
350,12,0.001672506332397461,0.0050868988037109375,0.0067594051361083984
350,12,0.0017597675323486328,0.0066680908203125,0.008427858352661133
350,12,0.0016994476318359375,0.005141258239746094,0.006840705871582031
350,12,0.0018177032470703125,0.005233049392700195,0.007050752639770508
350,12,0.0016527175903320312,0.005013942718505859,0.006666660308837891
350,12,0.0016837120056152344,0.004866838455200195,0.00655055046081543
350,12,0.0015971660614013672,0.004927158355712891,0.006524324417114258
400,14,0.0018541812896728516,0.005469560623168945,0.007323741912841797
400,14,0.0017371177673339844,0.005942821502685547,0.007679939270019531
400,14,0.0017628669738769531,0.005839109420776367,0.00760197639465332
400,14,0.00176239013671875,0.005852937698364258,0.007615327835083008
400,14,0.0016613006591796875,0.005774736404418945,0.007436037063598633
400,14,0.001795053482055664,0.005728006362915039,0.007523059844970703
400,14,0.0018100738525390625,0.005942583084106445,0.007752656936645508
400,14,0.0017158985137939453,0.005698680877685547,0.007414579391479492
400,14,0.0017156600952148438,0.005915164947509766,0.007630825042724609
400,14,0.0019385814666748047,0.005899667739868164,0.007838249206542969
400,14,0.002046823501586914,0.005968570709228516,0.00801539421081543
400,14,0.0019807815551757812,0.006192684173583984,0.008173465728759766
400,14,0.0018262863159179688,0.005991935729980469,0.007818222045898438
400,14,0.0017986297607421875,0.006131410598754883,0.00793004035949707
400,14,0.0017020702362060547,0.0058629512786865234,0.007565021514892578
400,14,0.0015554428100585938,0.0057795047760009766,0.00733494758605957
400,14,0.0017502307891845703,0.005722761154174805,0.007472991943359375
400,14,0.0017702579498291016,0.005658626556396484,0.007428884506225586
400,14,0.001894235610961914,0.0057485103607177734,0.0076427459716796875
400,14,0.0018548965454101562,0.005673408508300781,0.0075283050537109375
450,15,0.0017557144165039062,0.006129026412963867,0.007884740829467773
450,15,0.0017533302307128906,0.006102800369262695,0.007856130599975586
450,15,0.0018889904022216797,0.0060672760009765625,0.007956266403198242
450,15,0.0017774105072021484,0.006117105484008789,0.007894515991210938
450,15,0.001943826675415039,0.006039857864379883,0.007983684539794922
450,15,0.0018687248229980469,0.006127595901489258,0.007996320724487305
450,15,0.0018627643585205078,0.0063245296478271484,0.008187294006347656
450,15,0.0018458366394042969,0.006190776824951172,0.008036613464355469
450,15,0.001967906951904297,0.006131887435913086,0.008099794387817383
450,15,0.0017354488372802734,0.0060880184173583984,0.007823467254638672
450,15,0.0018310546875,0.006196737289428711,0.008027791976928711
450,15,0.0018284320831298828,0.0060808658599853516,0.007909297943115234
450,15,0.0017774105072021484,0.0060575008392333984,0.007834911346435547
450,15,0.0016944408416748047,0.006059885025024414,0.007754325866699219
450,15,0.0017094612121582031,0.006015300750732422,0.007724761962890625
450,15,0.001728057861328125,0.0059969425201416016,0.0077250003814697266
450,15,0.0017790794372558594,0.006095409393310547,0.007874488830566406
450,15,0.001725912094116211,0.006049156188964844,0.007775068283081055
450,15,0.0019106864929199219,0.006571292877197266,0.008481979370117188
450,15,0.0018796920776367188,0.006167411804199219,0.008047103881835938
500,17,0.0017642974853515625,0.006688833236694336,0.008453130722045898
500,17,0.0019829273223876953,0.0068798065185546875,0.008862733840942383
500,17,0.0019919872283935547,0.006872415542602539,0.008864402770996094
500,17,0.0019249916076660156,0.0068476200103759766,0.008772611618041992
500,17,0.0019202232360839844,0.0069658756256103516,0.008886098861694336
500,17,0.0019197463989257812,0.007042884826660156,0.008962631225585938
500,17,0.0018928050994873047,0.00690770149230957,0.008800506591796875
500,17,0.0019195079803466797,0.00728607177734375,0.00920557975769043
500,17,0.0018198490142822266,0.00716400146484375,0.008983850479125977
500,17,0.0021386146545410156,0.007017850875854492,0.009156465530395508
500,17,0.001986980438232422,0.007304191589355469,0.00929117202758789
500,17,0.0019905567169189453,0.007102489471435547,0.009093046188354492
500,17,0.002135038375854492,0.007138967514038086,0.009274005889892578
500,17,0.0018672943115234375,0.00694727897644043,0.008814573287963867
500,17,0.0018923282623291016,0.007035970687866211,0.008928298950195312
500,17,0.001814126968383789,0.006941795349121094,0.008755922317504883
500,17,0.001847982406616211,0.006884098052978516,0.008732080459594727
500,17,0.001886606216430664,0.006947755813598633,0.008834362030029297
500,17,0.001931905746459961,0.007131338119506836,0.009063243865966797
500,17,0.0018992424011230469,0.00690460205078125,0.008803844451904297
550,19,0.0022721290588378906,0.00808572769165039,0.010357856750488281
550,19,0.001964569091796875,0.008280515670776367,0.010245084762573242
550,19,0.0021309852600097656,0.007735013961791992,0.009865999221801758
550,19,0.002083301544189453,0.00787043571472168,0.009953737258911133
550,19,0.002028942108154297,0.007818460464477539,0.009847402572631836
550,19,0.001986265182495117,0.007744312286376953,0.00973057746887207
550,19,0.0020127296447753906,0.007795572280883789,0.00980830192565918
550,19,0.0019795894622802734,0.007710695266723633,0.009690284729003906
550,19,0.0018007755279541016,0.007716178894042969,0.00951695442199707
550,19,0.002262115478515625,0.007836341857910156,0.010098457336425781
550,19,0.0020761489868164062,0.00806117057800293,0.010137319564819336
550,19,0.0020253658294677734,0.007892370223999023,0.009917736053466797
550,19,0.0019724369049072266,0.010454654693603516,0.012427091598510742
550,19,0.0021495819091796875,0.007837772369384766,0.009987354278564453
550,19,0.002083301544189453,0.00839090347290039,0.010474205017089844
550,19,0.0018873214721679688,0.007780551910400391,0.00966787338256836
550,19,0.0018396377563476562,0.007823944091796875,0.009663581848144531
550,19,0.0019028186798095703,0.007752656936645508,0.009655475616455078
550,19,0.0018360614776611328,0.007833480834960938,0.00966954231262207
550,19,0.0019159317016601562,0.008069276809692383,0.009985208511352539
600,20,0.002216815948486328,0.00857996940612793,0.010796785354614258
600,20,0.002136707305908203,0.008500814437866211,0.010637521743774414
600,20,0.0019931793212890625,0.00818634033203125,0.010179519653320312
600,20,0.0020508766174316406,0.008322715759277344,0.010373592376708984
600,20,0.001840829849243164,0.00824737548828125,0.010088205337524414
600,20,0.0019230842590332031,0.008261442184448242,0.010184526443481445
600,20,0.0021064281463623047,0.008172988891601562,0.010279417037963867
600,20,0.002026796340942383,0.008290290832519531,0.010317087173461914
600,20,0.0019016265869140625,0.008367061614990234,0.010268688201904297
600,20,0.0019829273223876953,0.008542299270629883,0.010525226593017578
600,20,0.0023627281188964844,0.00833749771118164,0.010700225830078125
600,20,0.0020780563354492188,0.008247137069702148,0.010325193405151367
600,20,0.0021185874938964844,0.00821065902709961,0.010329246520996094
600,20,0.0022695064544677734,0.008214950561523438,0.010484457015991211
600,20,0.0018658638000488281,0.008279561996459961,0.010145425796508789
600,20,0.002041339874267578,0.009335756301879883,0.011377096176147461
600,20,0.0020380020141601562,0.008281707763671875,0.010319709777832031
600,20,0.002155303955078125,0.008238792419433594,0.010394096374511719
600,20,0.0020928382873535156,0.008944272994995117,0.011037111282348633
600,20,0.002231121063232422,0.008415460586547852,0.010646581649780273
